Branch Name,Invoice Number,Invoice Date,Customer ID,Customer Name,Address,0 - 3 days,4 - 10 days,11 - 15 days,16 - 30 days,31 - 90 days,91 - 201 days,202+ days
CTGSKF,SKINV210-653209     ,20200604.0,90000009406,R.M.S Pharmacy,"Bowbazar, Fokir Goli,Halishahar                             ",12359.48,,,,,,
CTGSKF,SKINV210-653391     ,20200604.0,21021110641,Ma Janani Pharmacy,"Thakur Hat,Chittagong                                       ",,,,,5294.67,,
CTGSKF,SKINV210-652789     ,20200604.0,21021010957,Al  Hayat Pharmecy,"Moizzartak,Bahadur Market,Karnofully                        ",6917.43,,,,,,
CTNSKF,SKINV260-495850     ,20200604.0,90000001805,Sonali  Pharmacy ,"Buliapara,Baluchara,Chattogram                              ",21442.63,,,,,,
CTNSKF,SKINV260-496007     ,20200604.0,26021003736,Popular Pharmacy,"Musar Dokan,Hathazari,Chittagong                            ",1500.0,,,,,,
CTNSKF,SKINV260-496233     ,20200604.0,26021656891,Janani  Pharmacy  2,"Khokar Dokan,Boalkhali,Chittagong                           ",17859.76,,,,,,
CTNSKF,SKINV260-496150     ,20200604.0,26021005294,Chaity Pharmacy,"Hospital Road,Hathazari,Chittagong                          ",7645.22,,,,,,
CTNSKF,SKINV260-496009     ,20200604.0,90000020132,Vai vai Pharmacy,"Shakpura,Boalkhali                                          ",11127.58,,,,,,
CTNSKF,SKINV260-496149     ,20200604.0,26021002359,Karnab Pharmacy,"Barkal,Rangamati                                            ",8229.24,,,,,,
CTNSKF,SKINV260-496147     ,20200604.0,26021002365,Prodipon  Pharmacy,"Barkal,Rangamati                                            ",5575.27,,,,,,
CTNSKF,SKINV260-496047     ,20200604.0,26021656838,Shah Mojidia Pharmacy,"Kazibari, West Kodurkhil,Boalkhali,Chittagong               ",15348.57,,,,,,
CTNSKF,SKINV260-495691     ,20200604.0,26021001756,Dr Horipodo Nath,"Kazirhat,Fatikchari                                         ",4142.12,,,,,,
CTNSKF,SKINV260-496228     ,20200604.0,26021657011,Mofiz And Brothers,"Bibirhat,Fatikchari,Chittagong                              ",11662.72,,,,,,
CTNSKF,SKINV260-496144     ,20200604.0,26021002363,Ovi  Pharmacy,"Barkal,Rangamati                                            ",11434.13,,,,,,
CTNSKF,SKINV260-496255     ,20200604.0,26021100381,Gaowcia Pharmacy,"Moder Mohal,Raozan                                          ",14935.85,,,,,,
CTNSKF,SKINV260-496169     ,20200604.0,26021002237,Nilima Pharmacy,"Esan Votterhat,Rowzan                                       ",12232.85,,,,,,
CTNSKF,SKINV260-496102     ,20200604.0,2602165669201,Al Modian Medicine Shop,"Eshan Votter Hat,Raojan                                     ",12333.71,,,,,,
CTNSKF,SKINV260-495803     ,20200604.0,26021004832,MS Medico,"Kasemer Bottol,Hatazari,Chittagong                          ",10238.66,,,,,,
DNJSKF,SKINV340-429555     ,20200604.0,34091107591,Doctor & Son s,"Birampur,Dinajpur                                           ",5005.22,,,,,,
DNJSKF,SKINV340-429399     ,20200604.0,34091000160,Medicine Mart,"Station Road,Dinajpur.                                      ",12199.75,,,,,,
DNJSKF,SKINV340-429387     ,20200604.0,34091101169,Dr. Nur Islam,"Akhanagar, Ruhia,Thakurgaon                                 ",4211.54,,,,,,
DNJSKF,SKINV340-429410     ,20200604.0,34091101243,Gobindo Pharmacy,"Nilarhat,Thakurgaon                                         ",17997.71,,,,,,
DNJSKF,SKINV340-429426     ,20200604.0,90000026611,Ehan Pharmacy,Fulbari Bazar                                               ,8638.67,,,,,,
DNJSKF,SKINV340-429400     ,20200604.0,34091000160,Medicine Mart,"Station Road,Dinajpur.                                      ",1619.48,,,,,,
FENSKF,SKINV270-308501     ,20200604.0,27021001293,Poromayou Pharmacy,Tabalchari Bazar Matiranga                                  ,58787.9,,,,,,
FENSKF,SKINV270-308553     ,20200604.0,27012101700,Adorsha Pharmacy,Munshirhat Bazer                                            ,19853.33,,,,,,
FENSKF,SKINV270-308380     ,20200604.0,27012110094,Munshirhat Drug House,Hospital Gate Feni                                          ,3022.75,,,,,,
FRDSKF,SKINV420-528010     ,20200604.0,42011100130,Bangladesh Med Hall,Kanaipur Bazar Faridpur                                     ,19818.1,,,,,,
FRDSKF,SKINV420-527799     ,20200604.0,42011138037,Suravi Medical Hall,Tapakhula Bus Stand Faridpur Faridpur                       ,5227.55,,,,,,
FRDSKF,SKINV420-527846     ,20200604.0,42011110590,Mir Pharmacy,Chunkhola Bazar Mollahat                                    ,19844.5,,,,,,
FRDSKF,SKINV420-528024     ,20200604.0,42011137848,Israt Pharmacy,Boalia More Pangsha Rajbari                                 ,9996.68,,,,,,
FRDSKF,SKINV420-527542     ,20200604.0,42011138245,Joy Guru Medical Hall,Mazkandi Bazar Kanaipur Faridpur                            ,3013.94,,,,,,
FRDSKF,SKINV420-527641     ,20200604.0,42011118974,Biswas Pharmacy,Chad Hat Mukshudpur                                         ,5016.35,,,,,,
FRDSKF,SKINV420-528139     ,20200604.0,42011111132,Dr Soshi byne Pharmacy,Bohugrem Mokshudpur Gopalganj                               ,19920.31,,,,,,
FRDSKF,SKINV420-527724     ,20200604.0,42011111217,Janakalyan Pharmacy,Piaskhali Bazar Sadarpur Faridpur                           ,4982.77,,,,,,
FRDSKF,SKINV420-528083     ,20200604.0,42011110350,Nupur Pharmacy,Puran Bazar Gopalgong                                       ,4982.38,,,,,,
FRDSKF,SKINV420-528080     ,20200604.0,42011119609,Maa Pharmacy,Vatikamari Muksadpur                                        ,4910.59,,,,,,
FRDSKF,SKINV420-528077     ,20200604.0,42011119689,Molla Phramacy,Halud vita Mukshedpur                                       ,5020.5,,,,,,
FRDSKF,SKINV420-527699     ,20200604.0,42011110280,Hasina Drug House,250 bed Hospital Faridpur                                   ,,,,,7600.08,,
FRDSKF,SKINV420-527655     ,20200604.0,42011100154,Polash Medical Hall,"Sarodia super Market, Old Bus Stand, Faridpur               ",18134.25,,,,,,
GZPSKF,SKINV160-432972     ,20200604.0,16010111198,United General Hospital Inst,Hossin Market Cherag Ali Tongi                              ,29960.0,,,,,,
GZPSKF,SKINV160-433258     ,20200604.0,160180061462,Salna Eye Hospital,South Salna Gazipur Sador                                   ,14947.41,,,,,,
GZPSKF,SKINV160-432788     ,20200604.0,90000016495,Dipankor Chikitshaloy,Gasha Bazar Gasha Road                                      ,4000.0,,,,,,
GZPSKF,SKINV160-432952     ,20200604.0,90000031836,Life Care General Hospital,Nauzor Bazar                                                ,,,,,22357.53,,
GZPSKF,SKINV160-432984     ,20200604.0,90000020118,Rakin Medicine Corner,Baishar Tak Steel Mill Modafa                               ,8637.36,,,,,,
HZJSKF,SKINV250-367889     ,20200604.0,25061413779,Komol Pharmacy,"College Rood ,Faridgonj,Chandpur                            ",5350.18,,,,,,
HZJSKF,SKINV250-367959     ,20200604.0,25061414317,Maa Baba Pharmacy,"Ramgonj Fish Market,Ramgonj,Laksmipur                       ",44460.01,,,,,,
HZJSKF,SKINV250-367997     ,20200604.0,25061413750,Islamia Pharmecy,"Sonapur Madda Bazar,Ramgonj,Laximpur                        ",15053.88,,,,,,
HZJSKF,SKINV250-367634     ,20200604.0,25061413648,Dr Ashim Kumar Misro,"Puran Bazar Thana Gate,Chandpur                             ",7920.0,,,,,,
HZJSKF,SKINV250-367888     ,20200604.0,25061000189,M S Pharmacy,"Barura Bazar, Comilla DL No 1993 A B                        ",48988.3,,,,,,
JESSKF,SKINV440-413310     ,20200604.0,4406114700,Rakhi Bondhan Pharmacy,Kotchandpur Road Kaligonj Jhenaidah                         ,6316.7,,,,,,
JESSKF,SKINV440-413221     ,20200604.0,44037800278,Bablu Pharmacy,Kalaroa Bazar Satkhira                                      ,5174.78,,,,,,
JESSKF,SKINV440-413047     ,20200604.0,44019001371,Chowdhury And Co,M K Road Jessore                                            ,6238.16,,,,,,
JESSKF,SKINV440-413324     ,20200604.0,4406114549,Prokash Pharmacy,Main Road Baro Bazar Kaligonj                               ,7101.82,,,,,,
JESSKF,SKINV440-413067     ,20200604.0,44019000824,Zaman Pharmacy,M M Ali Road Jessore                                        ,29245.12,,,,,,
JESSKF,SKINV440-413100     ,20200604.0,4406114550,Saha Pharmacy,C O Dr Biswajit Saha Shako Bazar Kaligonj Jhenaidah         ,5302.32,,,,,,
JESSKF,SKINV440-413395     ,20200604.0,44037800547,Sufia Pharmacy,Baganchra Bazar Baganchra                                   ,,,,,16369.37,,
KHLSKF,SKINV410-411663     ,20200604.0,41031109156,Delwara Pharmacy,Rampal Bazar Rampal C O:Hafiz                               ,14907.87,,,,,,
KHLSKF,SKINV410-411721     ,20200604.0,41031106772,Mollick Aushadh Ghar,Terokhada Bazar Khulna                                      ,4175.0,,,,,,
KHLSKF,SKINV410-411369     ,20200604.0,41037801721,C H Pharmacy,Rupsha Stand Road Khulna.                                   ,15103.25,,,,,,
KHLSKF,SKINV410-411385     ,20200604.0,90000019920,Al Hasan Pharmacy,"Moilapota More, Khulna.                                     ",12673.27,,,,,,
KHLSKF,SKINV410-411598     ,20200604.0,41031000337,Feroja Medical Hall,Main Road Mongla Bagerhat                                   ,15065.88,,,,,,
KHLSKF,SKINV410-411616     ,20200604.0,41037800374,Islamia Pharmacy,Amtoli Bazar Morelgonj Bagerhat                             ,5119.77,,,,,,
KHLSKF,SKINV410-411512     ,20200604.0,41031102128,Rubi Pharmacy,Kear Bazar Rayenda Bagerhat                                 ,2433.92,,,,,,
KHLSKF,SKINV410-411631     ,20200604.0,41031106301,Mehedi Pharmacy,Gilatola Bazar Rampal C O: Kalam                            ,13705.3,,,,,,
KHLSKF,SKINV410-411639     ,20200604.0,41031101773,Niloy Pharmacy,Hospital Road Kalia Narail                                  ,4974.99,,,,,,
KHLSKF,SKINV410-411580     ,20200604.0,41031000814,Nazma Pharmacy,Shrenikhali Bazar Morelgonj Bagerhat                        ,,,,,2031.91,,
KHLSKF,SKINV410-411317     ,20200604.0,41037799642,Dr Ishaque,Nogorgati Kalia Dr Ishaque                                  ,3119.44,,,,,,
KHLSKF,SKINV410-411627     ,20200604.0,41031103688,Robe Pharmacy,Shantidham More Khulna                                      ,12911.84,,,,,,
KHLSKF,SKINV410-411608     ,20200604.0,41031199433,Tafader Pharmacy,Morelganj Bazar Bagerhat                                    ,27904.26,,,,,,
KHLSKF,SKINV410-411685     ,20200604.0,90000018811,Seba Pharmacy,"Chowkiderhat, Morelgonj, Bagerhat.                          ",,,,,9584.61,,
KHLSKF,SKINV410-411482     ,20200604.0,41037800133,Anika Pharmacy,C O Dr Akbar Hossain T T Collage Gate Kuet Road Fulbarigate ,14946.37,,,,,,
KHLSKF,SKINV410-411796     ,20200604.0,41031106395,Shaikh Pharmacy,Sahapur Bazar Dumuria Khulna                                ,19943.45,,,,,,
KRNSKF,SKINV280-347607     ,20200604.0,28013135983,New Shandha Medical Hall,"Bhaggokul,Sreenagar                                         ",9208.96,,,,,,
KRNSKF,SKINV280-347563     ,20200604.0,28013139923,Janata Phamacy,"Dohar, Arongabad,Nobabgonj                                  ",14962.95,,,,,,
KRNSKF,SKINV280-347661     ,20200604.0,28013138125,Maa Drug House,"Narisha,Dohar                                               ",10007.33,,,,,,
KSGSKF,SKINV190-230975     ,20200604.0,19019091642,Masum And Mahafuz Medical Hall,Rajibpur Bazar Isawargonj                                   ,7058.44,,,,,,
KSGSKF,SKINV190-231006     ,20200604.0,19019000314,Shukrana Medical Hall,Court Road Kendua Netrokona                                 ,19840.7,,,,,,
KUSSKF,SKINV430-473654     ,20200604.0,43061109050,Aizuddin Pharmacy,Vadalia Bazar Kushtia                                       ,5151.02,,,,,,
KUSSKF,SKINV430-473467     ,20200604.0,43061101914,Rafat Pharmacy,Sono Gate Kushtia                                           ,5093.62,,,,,,
KUSSKF,SKINV430-473511     ,20200604.0,43061101418,Tofazzal Helth Centre,N S Road Kushtia Kushtia                                    ,5174.04,,,,,,
KUSSKF,SKINV430-473723     ,20200604.0,43061104280,Khan Drug House,Kathuly Road Meherpur                                       ,8016.69,,,,,,
KUSSKF,SKINV430-473780     ,20200604.0,43061100977,Bhai Bhai Pharmacy,Ananndha Bash Mujibnagor                                    ,10060.08,,,,,,
KUSSKF,SKINV430-473513     ,20200604.0,43061109040,United Pharmacy,Hospital Gate Jinnanagar Jibonnagar                         ,,,,,3518.89,,
KUSSKF,SKINV430-473570     ,20200604.0,43061000997,Tofazel Pharmacy,Dohokola Bazar Poradah                                      ,4969.25,,,,,,
KUSSKF,SKINV430-473502     ,20200604.0,90000002186,Dr. Shariful Islam,Kutubpur Union Parishad Meherpur                            ,6047.01,,,,,,
KUSSKF,SKINV430-473766     ,20200604.0,43061100208,Harun Pharmacy,Alokdia Bazar Chuadanga                                     ,6004.52,,,,,,
KUSSKF,SKINV430-473681     ,20200604.0,43061104465,Seba Pharmacy,Dugdugi Bazar Dorshona                                      ,14061.17,,,,,,
KUSSKF,SKINV430-473643     ,20200604.0,90000003257,Khondokar Drug House,"Alampur, Kushtia                                            ",3036.85,,,,,,
KUSSKF,SKINV430-473851     ,20200604.0,43061109296,M R S Pharmacy,Patika Bari Phorada Kushtia                                 ,7929.63,,,,,,
MHKSKF,SKINV120-955950     ,20200604.0,12010500433,Mr S M Monzurul Haque AGM,TDCLGulshan Tower Dhaka                                     ,,,,,792.06,,
MHKSKF,SKINV120-955068     ,20200604.0,90000011737,A.K.S Pharma,"44/13,West Panthopath,Dhaka                                 ",10816.81,,,,,,
MHKSKF,SKINV120-955947     ,20200604.0,12010501532,Md Tajul Islam,"Sr.Executive( Accounts ),TDCL Sadar Road MohakhaliDhaka     ",,,,,3141.25,,
MHKSKF,SKINV120-955375     ,20200604.0,12013131613,Khan Pharmacy 2,Bitul Aman Housing SocityAdabor 10Shamoli Dhaka             ,11863.87,,,,,,
MHKSKF,SKINV120-955992     ,20200604.0,12010146597,Mr Razaul Karim Assistant Mana,"Transcom Distribution Co.Ltd.Gulshan Tower(5th Floor), Gulsh",,,,,237.63,,
MHKSKF,SKINV120-955911     ,20200604.0,12010510003,Transcom Beverage,"Gulshan Tower (10th Floor),Gulshan-02,Dhaka.                ",,,,,40485.49,,
MHKSKF,SKINV120-955967     ,20200604.0,12010124223,Royal Pharmacy,Sobhanbagh9 Mohammadia Super MarketDhaka                    ,15205.63,,,,,,
MHKSKF,SKINV120-955990     ,20200604.0,12010146523,Jamuna Pharmacy,BMCHDhanmondiDhaka                                          ,25215.98,,,,,,
MHKSKF,SKINV120-956013     ,20200604.0,90000031828,Md.Mafizur Rahman  Executive  ,"Transcom Distribution Co.Ltd.Sadar Road,Mohakhali,Dhaka.    ",,,,,466.42,,
MHKSKF,SKINV120-955412     ,20200604.0,1201500945,Life Care Pharmacy,13 03 Main Road Dhaka Uddan Mohammad purDhaka               ,14835.39,,,,,,
MHKSKF,SKINV120-955444     ,20200604.0,12010507905,Sara Pharmacy,Dhaka Uddan Main RoadMohammodpurDhaka                       ,3000.0,,,,,,
MHKSKF,SKINV120-955912     ,20200604.0,12010102222,Advocate Mrs Selina,Manager Legal DeptTranscom Distribution Co LtdGulshan Tower ,,,,,6255.52,,
MIRSKF,SKINV115-603007     ,20200604.0,90000031601,LP.CMH Dhaka Cantonment,"LP.CMH,Dhaka Cantonment,Dhaka                               ",,,,,8244.26,,
MIRSKF,SKINV115-602498     ,20200604.0,12010503973,Salam Medi Aid,"4, Kallayanpur Natun Bazar,Kallayanpur,Dhaka                ",15017.77,,,,,,
MIRSKF,SKINV115-602616     ,20200604.0,12010500522,Ayonti Medicine,"Kacha Bazar,Mirpur 2,Dhaka                                  ",20712.74,,,,,,
MLVSKF,SKINV620-407482     ,20200604.0,62020002074,Dr Ataur Pharmacy,Bukshimul Bazar kulaura                                     ,19913.4,,,,,,
MLVSKF,SKINV620-407510     ,20200604.0,62020003323,Seba Kallan Pharmacy,Kanango Bazar Borlekha                                      ,,,,,3478.02,,
MLVSKF,SKINV620-407435     ,20200604.0,90000006424,Maa Pharmacy,Mirshonkar Gater Bazar Kulaura Moulvibazar                  ,10000.19,,,,,,
MLVSKF,SKINV620-407693     ,20200604.0,62020003509,Dr Sunam Uddin,Godanu Bazar                                                ,,,,,4953.4,,
MOTSKF,SKINV110-950352     ,20200604.0,11013141274,Nafis Medicine Corner,"37 1, Chamelibag,Shantinagar,Dhaka                          ",15732.79,,,,,,
MOTSKF,SKINV110-949949     ,20200604.0,11010131951,Sharmin Pharmacy,"21 1 Boshu Bazar Lane,Doyagonj,Dhaka                        ",25373.42,,,,,,
MOTSKF,SKINV110-950640     ,20200604.0,11013143976,Bismilla Pharmacy,"Razarbag,Back side of Party house,Dhaka                     ",10069.47,,,,,,
MOTSKF,SKINV110-949908     ,20200604.0,11013145165,A. Brothers Medicine Centre,"63, New Jurain Alambag,Jurain,Dhaka                         ",12893.16,,,,,,
MOTSKF,SKINV110-950583     ,20200604.0,11013143821,Baitullah Pharma,"653 A,Gabtola, Mogbazar,Dhaka                               ",10095.57,,,,,,
MYMSKF,SKINV140-409024     ,20200604.0,14015119650,Rafique Medical Hall,Natun Bazar Front of Pakistani Mail Bhoradoba Natun Baz     ,5912.08,,,,,,
MYMSKF,SKINV140-409481     ,20200604.0,14013114002,Lima Medical Hall,Kusumhati Bazar Sherpur                                     ,5016.95,,,,,,
MYMSKF,SKINV140-409115     ,20200604.0,14015119723,Haque Medicine Corner,Charpara Mymensingh City Mymensingh                         ,11381.34,,,,,,
MYMSKF,SKINV140-409226     ,20200604.0,14015120134,Deluwar Medicine point,Maa Marispur Bhaluka                                        ,4987.47,,,,,,
MYMSKF,SKINV140-409425     ,20200604.0,14013102504,Mamataj Medical Hall,Sherpur City                                                ,20006.4,,,,,,
MYMSKF,SKINV140-409280     ,20200604.0,14013110202,Shimanto Medical Hall,Kushum Hati Sherpur                                         ,29267.36,,,,,,
MYMSKF,SKINV140-409151     ,20200604.0,14013100175,Johir Medical Hall,Khamar Bari Muktagacah                                      ,687.43,,,,,,
MYMSKF,SKINV140-409165     ,20200604.0,14013110965,Sohid Medical Hall,Balipara Trisal                                             ,10011.41,,,,,,
NAJSKF,SKINV130-511759     ,20200604.0,13010119253,Hossain Pharmacy,"Chatlar Math,Darmogonj,Narayanganj                          ",5070.01,,,,,,
NAJSKF,SKINV130-511924     ,20200604.0,13030001599,Khadiza Pharmacy,Murapara Bazar Rupgonj Narayanganj                          ,10044.78,,,,,,
NAJSKF,SKINV130-512167     ,20200604.0,13010118943,Sadeshi Pharmacy,Munshirhat Munshiganj                                       ,6504.86,,,,,,
NAJSKF,SKINV130-512057     ,20200604.0,13010112308,Munni Pharmacy,Super Market Sadar Road Munshigonj                          ,12060.36,,,,,,
NAJSKF,SKINV130-511906     ,20200604.0,13010000607,Shireen Madical Holl,"Collage Road Mugrapara,Sonargaon Narayangan                 ",79773.75,,,,,,
NAJSKF,SKINV130-512117     ,20200604.0,13010118955,Jony Pharmacy,Aldi Bazar Munshiganj                                       ,14237.74,,,,,,
NAJSKF,SKINV130-511690     ,20200604.0,13030001351,Ibna Sina Pharmacy,"Kutubail,Oposit Iran Taxtile,Narayanganj                    ",8024.42,,,,,,
NAJSKF,SKINV130-511652     ,20200604.0,13030155505,Janasheba Pharmacy,Pagla Narayangonj                                           ,7258.9,,,,,,
NOKSKF,SKINV230-312469     ,20200604.0,23012419764,Mohona Pharmacy,Kismot Karimpur Chowmohuni                                  ,10516.07,,,,,,
NOKSKF,SKINV230-312511     ,20200604.0,23012113687,Aronna Medical Hall,Oskhali More Hatiya                                         ,14139.95,,,,,,
PBNSKF,SKINV350-303426     ,20200604.0,35035111581,Saikat Pharmacy,Gurudashpur                                                 ,4500.0,,,,,,
PBNSKF,SKINV350-303344     ,20200604.0,90000018526,Rokeya Pharmacy,Tirail Bazar Boraigram Natore                               ,,,,,14887.2,,
RAJSKF,SKINV310-439988     ,20200604.0,90000021749,Ajufa Pharmacy,Madhobbaria Bazar Bagatipara Natore                         ,4997.87,,,,,,
RAJSKF,SKINV310-440301     ,20200604.0,31071109913,Sana Medical Store,Nozipur Bazer Nozipur Naogaon                               ,11867.01,,,,,,
RAJSKF,SKINV310-439906     ,20200604.0,31071100935,Raju Pharmacy,Kamargaon Hajimerket Keshorhat Rajshahi                     ,12016.73,,,,,,
RAJSKF,SKINV310-439982     ,20200604.0,90000015161,Rubi Pharmacy,Chondigacha Bazar Doyarampur Natore                         ,5198.55,,,,,,
RAJSKF,SKINV310-440084     ,20200604.0,31071110188,Sumon Medical Store,Near Bridg Mamudpur Nozipur Naogaon                         ,15065.94,,,,,,
RAJSKF,SKINV310-440217     ,20200604.0,31071100515,Majed Pharmacy,Bhawanigong Bazar Bagmara Rajshahi                          ,25600.0,,,,,,
RAJSKF,SKINV310-440003     ,20200604.0,31071101774,Sarowar Medical Stor,Medical College Gate Goshpara Rajshahi                      ,3155.82,,,,,,
RAJSKF,SKINV310-440369     ,20200604.0,31071102831,Zam Zam Clinic,Hospital Gate Shibgonj CNG                                  ,,,,,11980.18,,
RAJSKF,SKINV310-439972     ,20200604.0,31071102394,Mazumder Clinic,Doyarampur Bazar Bagatipara Natore                          ,19741.5,,,,,,
RAJSKF,SKINV310-440335     ,20200604.0,31071100557,Taj Pharmacy,Chatrajitpur Bazar Shibgong CNG                             ,11599.73,,,,,,
RAJSKF,SKINV310-440326     ,20200604.0,90000015614,Lemon Pharmacy,Sheak  Silan Bazar Lalpur Natore                            ,5992.95,,,,,,
RAJSKF,SKINV310-439993     ,20200604.0,31071100841,A T Pharmacy,Near Habib Pharmacy Upashahar Rajshahi                      ,15011.57,,,,,,
RNGSKF,SKINV330-414612     ,20200604.0,33091101008,Dr Bishadu Pharmacy,Borati Bazar Paglapir                                       ,1100.0,,,,,,
RNGSKF,SKINV330-414756     ,20200604.0,90000012587,Bismillah Medical Store,"Purbo Para, Gaibandha.                                      ",9959.32,,,,,,
RNGSKF,SKINV330-414978     ,20200604.0,33091102319,Fahima Pharmacy,Hospital Road Nageshowri                                    ,13402.83,,,,,,
RNGSKF,SKINV330-414709     ,20200604.0,33091136279,Jishan Pharmacy,Gagla Bazar Nagesori                                        ,7971.8,,,,,,
RNGSKF,SKINV330-414908     ,20200604.0,90000020026,Al Mumin Medical Store,"Banglabazer,Sadar,Gaibandha                                 ",8000.0,,,,,,
RNGSKF,SKINV330-414977     ,20200604.0,33091103036,Komol Medical Store,Talukjamira Bazar Gaibandha                                 ,2020.81,,,,,,
RNGSKF,SKINV330-414979     ,20200604.0,33091102319,Fahima Pharmacy,Hospital Road Nageshowri                                    ,13579.5,,,,,,
RNGSKF,SKINV330-414932     ,20200604.0,90000027339,Seaum Pharmacy,"Thana Road, Fulbari                                         ",,,,,1000.0,,
RNGSKF,SKINV330-414607     ,20200604.0,33091101736,New Swopon Pharmacy,Dhap Dhap                                                   ,19940.52,,,,,,
RNGSKF,SKINV330-414624     ,20200604.0,33091133422,Eva Pharmacy,Bazer Road Dholdanga Bhurangamari                           ,2756.0,,,,,,
RNGSKF,SKINV330-414682     ,20200604.0,33091103702,Joynal Medical Store,Nakaihat Gaibandha                                          ,2483.35,,,,,,
RNGSKF,SKINV330-414509     ,20200604.0,33091101834,Maa Pharmacy,South Baparihat Nageswari                                   ,1592.41,,,,,,
SAVSKF,SKINV170-391418     ,20200604.0,90000005981,HK Kripa Pharmacy ,Baisha Kanda Bazar Saturia                                  ,8076.85,,,,,,
SAVSKF,SKINV170-391161     ,20200604.0,17010506652,Maa Pharmacy,"Birulia Road,Shahibag,Savar                                 ",2065.0,,,,,,
SAVSKF,SKINV170-390835     ,20200604.0,1701501098,Laila Drug House 2,"Pollibiddut,Dhamrai                                         ",,,,,16428.31,,
SAVSKF,SKINV170-391285     ,20200604.0,17010146355,Maa Medical Hall,"Infront of APC,Savar,Savar                                  ",,,,,1739.66,,
SAVSKF,SKINV170-391376     ,20200604.0,1701051116,Ragib Pharmacy,"Dhulvita Bazar,Dhamrai                                      ",3078.42,,,,,,
SAVSKF,SKINV170-391134     ,20200604.0,1701501704,Chandpur Pharmacy,"Arapara,Savar                                               ",966.96,,,,,,
SAVSKF,SKINV170-391434     ,20200604.0,1701501558,Nishat Pharmacy,"Bashta Bazar,Kawliapara, Dhamrai                            ",1000.0,,,,,,
SAVSKF,SKINV170-390852     ,20200604.0,1701501716,Shafin Ousadalaya,"Amin Model Town Road,Polli Biddut                           ",13665.22,,,,,,
SAVSKF,SKINV170-391120     ,20200604.0,17010506657,Zim  Pharmacy,"Sabuzbag,Savar                                              ",5235.32,,,,,,
SAVSKF,SKINV170-391287     ,20200604.0,17010146167,Joy Pharmacy,"Hospital Gate,Zirani                                        ",14785.5,,,,,,
SAVSKF,SKINV170-391450     ,20200604.0,17010125969,Nahar Medical & Dental Hall,"Dandabar Natunpara,Dhamrai  01716-877082                    ",4396.16,,,,,,
SAVSKF,SKINV170-391238     ,20200604.0,1701502076,Hena Pharmacy,"Madhubpur,Zirani                                            ",9876.62,,,,,,
SAVSKF,SKINV170-391249     ,20200604.0,1701501846,Al Amin Pharmacy,"Bogabari Bazar,Zamgora                                      ",17354.17,,,,,,
SYLSKF,SKINV610-461782     ,20200604.0,61041003589,Taj Pharmacy,Balijhuri Tahirpur                                          ,10147.89,,,,,,
SYLSKF,SKINV610-462106     ,20200604.0,61048007572,Healthcare Pharmacy,Aktapara Pagla Sunamgonj                                    ,5105.17,,,,,,
SYLSKF,SKINV610-462338     ,20200604.0,61041001375,Economic Pharmacy,Hawapara Masjid market Sylhet                               ,,,,,10169.42,,
SYLSKF,SKINV610-462321     ,20200604.0,61047100554,Jahan Pharmacy,Sreepur Tekergat                                            ,,,,,20569.61,,
SYLSKF,SKINV610-462310     ,20200604.0,90000003341,Abir Pharmacy,Hospital Gate Sunamgonj                                     ,,,,,19861.1,,
SYLSKF,SKINV610-462174     ,20200604.0,61047101081,Pritom Drug House,Station Road Sunamgonj                                      ,14842.36,,,,,,
SYLSKF,SKINV610-462302     ,20200604.0,61048001718,Bristy Pharmacy,Natunpara Biswamberpur Sunamgonj                            ,,,,,19631.28,,
SYLSKF,SKINV610-461721     ,20200604.0,61041001517,Sreema Medical Hall,Sachna Bazar Sunamgonj                                      ,10044.81,,,,,,
SYLSKF,SKINV610-462235     ,20200604.0,90000023064,Janata Pharmacy,"Kalibari Road, Sunamgonj                                    ",,,,,5555.99,,
SYLSKF,SKINV610-462250     ,20200604.0,61048007024,Iqbal Pharmacy,Lal Bazar Sylhet                                            ,10146.95,,,,,,
SYLSKF,SKINV610-462067     ,20200604.0,61048007083,Jokigonj Pharmacy,Tarapur Sylhet City Sylhet                                  ,15052.86,,,,,,
SYLSKF,SKINV610-462149     ,20200604.0,61047101061,Ridika Pharmacy,"Mamurkandi ,Bishamberpur, Sunamgonj                         ",15654.14,,,,,,
SYLSKF,SKINV610-461787     ,20200604.0,90000021421,S M Pharamcy,Nondir Foll Boiragibazar Beanibazar Sylhet                  ,6986.05,,,,,,
TGLSKF,SKINV150-394072     ,20200604.0,15018000686,Zalil Medical Hall,New Market Tangail                                          ,7409.91,,,,,,
TGLSKF,SKINV150-394113     ,20200604.0,15018003950,Maa Baba pharmacy,Khagutia Miazapur Tangail                                   ,3435.99,,,,,,
TGLSKF,SKINV150-394550     ,20200604.0,15018003829,Sakil Medical Hall,Kather Bill Dewangonj Jamalpur                              ,7610.82,,,,,,
TGLSKF,SKINV150-394304     ,20200604.0,15018006193,Arif Medical Hall,Porarchar Islampur Jamalpur                                 ,5013.48,,,,,,
TGLSKF,SKINV150-394299     ,20200604.0,15018005670,Medicine Corner,Dormokora Bazar Islampur                                    ,15000.34,,,,,,
TGLSKF,SKINV150-394338     ,20200604.0,90000006201,Allardhan Medical Hall,"Mohammadpur,Islampur Jamalpur                               ",10001.81,,,,,,
